queue,priority,ticker,company,spine_id,issues,next_step,entry_not_certified,exit_not_certified,manual_required,source_upgrade_pending,decision_status,decision_note,accepted_source_url,certified_boundary,corroborating_source_url,blocked_financial_rows,financial_unlock_rank
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,AEE,Ameren Corporation,SP500_SPELL_1298,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,AEP,"American Electric Power Company, Inc.",SP500_SPELL_1299,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,AIG,"American International Group, Inc.",SP500_SPELL_1300,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,AAPL,Apple Inc.,SP500_SPELL_1301,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,AMAT,"Applied Materials, Inc.",SP500_SPELL_1302,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,ADM,Archer-Daniels-Midland Company,SP500_SPELL_1303,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,T,AT&T Inc.,SP500_SPELL_1304,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,ADSK,"Autodesk, Inc.",SP500_SPELL_1305,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,ADP,"Automatic Data Processing, Inc.",SP500_SPELL_1306,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,AVY,Avery Dennison Corporation,SP500_SPELL_1307,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,BAX,Baxter International Inc.,SP500_SPELL_1308,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,AXP,American Express Company,SP500_SPELL_1309,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,AMGN,Amgen Inc.,SP500_SPELL_1310,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,BAC,Bank of America Corporation,SP500_SPELL_1311,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,BDX,"Becton, Dickinson and Company",SP500_SPELL_1312,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,BA,The Boeing Company,SP500_SPELL_1313,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,BSX,Boston Scientific Corporation,SP500_SPELL_1314,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,BMY,Bristol-Myers Squibb Company,SP500_SPELL_1315,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,CAT,Caterpillar Inc.,SP500_SPELL_1316,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,CVX,Chevron Corporation,SP500_SPELL_1317,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,CSCO,"Cisco Systems, Inc.",SP500_SPELL_1318,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,C,Citigroup Inc.,SP500_SPELL_1319,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,CLX,The Clorox Company,SP500_SPELL_1320,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,KO,The Coca-Cola Company,SP500_SPELL_1321,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,CL,Colgate-Palmolive Company,SP500_SPELL_1322,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,GLW,Corning Incorporated,SP500_SPELL_1323,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,COST,Costco Wholesale Corporation,SP500_SPELL_1324,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,MO,"Altria Group, Inc.",SP500_SPELL_1325,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,CI,The Cigna Group,SP500_SPELL_1327,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,ED,"Consolidated Edison, Inc.",SP500_SPELL_1328,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,CSX,CSX Corporation,SP500_SPELL_1329,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,CMI,Cummins Inc.,SP500_SPELL_1330,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,CVS,CVS Health Corporation,SP500_SPELL_1331,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,DRI,"Darden Restaurants, Inc.",SP500_SPELL_1332,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,DE,Deere & Company,SP500_SPELL_1333,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,DOV,Dover Corporation,SP500_SPELL_1334,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,DTE,DTE Energy Company,SP500_SPELL_1335,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,ECL,Ecolab Inc.,SP500_SPELL_1336,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,EIX,Edison International,SP500_SPELL_1337,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,EMR,Emerson Electric Co.,SP500_SPELL_1338,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,ETR,Entergy Corporation,SP500_SPELL_1339,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,F,Ford Motor Company,SP500_SPELL_1340,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,GE,General Electric Company,SP500_SPELL_1341,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,GD,General Dynamics Corporation,SP500_SPELL_1342,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,GIS,"General Mills, Inc.",SP500_SPELL_1343,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,HAL,Halliburton Company,SP500_SPELL_1344,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,HAS,"Hasbro, Inc.",SP500_SPELL_1345,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,HSY,The Hershey Company,SP500_SPELL_1346,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,HD,"The Home Depot, Inc.",SP500_SPELL_1347,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,IBM,International Business Machines Corporation,SP500_SPELL_1348,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,ITW,Illinois Tool Works Inc.,SP500_SPELL_1349,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,INTC,Intel Corporation,SP500_SPELL_1350,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,IFF,International Flavors & Fragrances Inc.,SP500_SPELL_1351,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,IP,International Paper Company,SP500_SPELL_1352,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,JNJ,Johnson & Johnson,SP500_SPELL_1353,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,KEY,KeyCorp,SP500_SPELL_1354,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,KMB,Kimberly-Clark Corporation,SP500_SPELL_1355,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,KLAC,KLA Corporation,SP500_SPELL_1356,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,KR,The Kroger Co.,SP500_SPELL_1357,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,LLY,Eli Lilly and Company,SP500_SPELL_1358,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
CURRENT_COMPANY_FINANCIAL_BACKFILL,P0,LOW,"Lowe's Companies, Inc.",SP500_SPELL_1359,FINANCIAL_BACKFILL_REQUIRED,PRIMARY_SEC_FINANCIAL_BACKFILL,,,False,,CURRENT_MEMBERSHIP_REPRESENTED_FINANCIALS_PENDING,Current membership is certified and now represented in the combined database. Financial values remain blank until primary-source financial data or safe lineage mapping is established.,https://www.spglobal.com/spdji/en/indices/equity/sp-500/,,,0,
