symbol,cik,company_name,founded_year,founded_month,founded_date,founded_source_url,legal_entity_founded_year,confidence,audit_status
KWP,,King World Productions,1964.0,,,https://en.wikipedia.org/wiki/King_World,,verified,VERIFIED
L,60086,Loews Corporation,1959.0,,,,1969.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
LB,1995807,LandBridge Co LLC,2021.0,,,https://stockanalysis.com/stocks/lb/company/,2023.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
LDG,764762,Longs Drug Stores Corporation,1938.0,,,https://www.fundinguniverse.com/company-histories/longs-drug-stores-corporation-history/,,verified,VERIFIED
LDOS,1336920,Leidos,1969.0,,,https://www.leidos.com/sites/leidos/files/2019-06/An%20Integrated%20Approach%20for%20a%20Revitalized%20Nuclear%20Deterrence%20Mission_Leidos-Exchange%20Monitor_020619_0.pdf,,verified,VERIFIED
LDW.B,,Laidlaw Inc.,1924.0,,,https://en.wikipedia.org/wiki/Laidlaw,,verified,VERIFIED
LEG,58492,LEGGETT & PLATT INC,1883.0,,,https://en.wikipedia.org/wiki/Leggett_%26_Platt,,verified,VERIFIED
LEHMQ,806085,,1850.0,,,https://en.wikipedia.org/wiki/Lehman_Brothers,,verified,VERIFIED
LEN,920760,Lennar,1954.0,,,https://investors.lennar.com/,,verified,VERIFIED
LH,920148,Labcorp,1978.0,,,,1994.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
LHX,202058,L3Harris,1895.0,,,https://en.wikipedia.org/wiki/Harris_Corporation,,verified,VERIFIED
LIFE,1788451,Ethos Technologies Inc.,,,,,,unresolved_blank,AUDITED_UNRESOLVED
LII,1069202,Lennox International,1895.0,,,https://www.sec.gov/Archives/edgar/data/1069202/000106920226000048/lii-20251231x10kxfinal.pdf,,verified,VERIFIED
LIN,1707925,Linde plc,1879.0,,,,2017.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
LITE,1633978,Lumentum,2015.0,2,2015-02-10,https://www.sec.gov/Archives/edgar/data/1633978/000130817923001000/llite2023_ars.pdf,,verified,VERIFIED
LKQ,1065696,LKQ CORP,1998.0,February,,https://en.wikipedia.org/wiki/LKQ_Corporation,,verified,VERIFIED
LLL,1056239,,1997.0,February,,https://en.wikipedia.org/wiki/L3_Technologies,,verified,VERIFIED
LLTC,791907,,1981.0,,,https://en.wikipedia.org/wiki/Linear_Technology,,verified,VERIFIED
LLX,,Louisiana Land and Exploration Company,1926.0,,,https://www.fundinguniverse.com/company-histories/the-louisiana-land-and-exploration-company-history/,,corrected_earlier,VERIFIED_CORRECTED
LLY,59478,Lilly (Eli),1876.0,,,https://www.lilly.com/eu/about-lilly,,verified,VERIFIED
LM,704051,,1899.0,,,https://en.wikipedia.org/wiki/Legg_Mason,,verified,VERIFIED
LMT,936468,Lockheed Martin,1995.0,,,https://www.sec.gov/Archives/edgar/data/936468/000119312506040986/d10k.htm,,verified,VERIFIED
LNC,59558,LINCOLN NATIONAL CORP,1905.0,,,https://en.wikipedia.org/wiki/Lincoln_National_Corporation,1968.0,business_kept_holdco_separated,VERIFIED_CORRECTED
LNT,352541,Alliant Energy,1917.0,,,,1981.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
LO,1424847,,1760.0,,,https://en.wikipedia.org/wiki/Lorillard_Tobacco_Company,,verified,VERIFIED
LOR,,Loral Corporation,1948.0,,,https://en.wikipedia.org/wiki/Loral_Corporation,,verified,VERIFIED
LOW,60667,Lowe's,1921.0,March,,https://en.wikipedia.org/wiki/Lowe%27s,,verified,VERIFIED
LPX,60519,LOUISIANA-PACIFIC CORP,1972.0,,,https://en.wikipedia.org/wiki/Louisiana-Pacific,1973.0,business_kept_holdco_separated,VERIFIED_CORRECTED
LRCX,707549,Lam Research,1980.0,,,https://investor.lamresearch.com/download/AR2006.pdf,,verified,VERIFIED
LSI,703360,LSI Logic Corporation,1980.0,November,,https://en.wikipedia.org/wiki/LSI_Logic,,corrected_earlier,VERIFIED_CORRECTED
LU,1816007,Lufax Holding Ltd,2011.0,September,,https://en.wikipedia.org/wiki/Lufax,,verified,VERIFIED
LUB,,"Luby's, Inc.",1947.0,,,https://en.wikipedia.org/wiki/Luby%27s,,verified,VERIFIED
LULU,1397187,Lululemon Athletica,1998.0,,,https://corporate.lululemon.com/~/media/Files/L/Lululemon/investors/annual-reports/2011_annual_report.pdf,,verified,VERIFIED
LUMN,18926,"Lumen Technologies, Inc.",1930.0,,,https://en.wikipedia.org/wiki/Lumen_Technologies,,verified,VERIFIED
LUV,92380,Southwest Airlines,1967.0,,,https://history.southwest.com/our-stories/herb-rollin-the-birth-of-southwest-airlines/,,verified,VERIFIED
LVLT,794323,,1985.0,,,https://en.wikipedia.org/wiki/Level_3_Communications,,verified,VERIFIED
LVS,1300514,Las Vegas Sands,1988.0,,,https://www.sec.gov/Archives/edgar/data/1300514/000130817920000113/llvs2020_def14a.htm,,verified,VERIFIED
LW,1679273,"Lamb Weston Holdings, Inc.",1950.0,,,https://en.wikipedia.org/wiki/Lamb_Weston,,verified,VERIFIED
LXK,1001288,,1991.0,March,,https://en.wikipedia.org/wiki/Lexmark,,verified,VERIFIED
LYB,1489393,LyondellBasell,2007.0,,,,2009.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
LYV,1335258,Live Nation Entertainment,2005.0,,,https://www.sec.gov/Archives/edgar/data/1335258/000133525818000023/lyv-20171231x10k.htm,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
M,794367,"Macy's, Inc.",1858.0,,,https://en.wikipedia.org/wiki/Macy%27s,,verified,VERIFIED
MA,1141391,Mastercard,1966.0,,,https://www.justice.gov/sites/default/files/atr/legacy/2006/11/03/p-1012.pdf,,verified,VERIFIED
MAA,912595,Mid-America Apartment Communities,1977.0,,,,1994.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
MAC,912242,MACERICH CO,1964.0,,,https://en.wikipedia.org/wiki/Macerich,,verified,VERIFIED
MAR,1048286,Marriott International,1927.0,,,,1929.0,business_kept_holdco_separated,VERIFIED_CORRECTED
MAS,62996,Masco,1929.0,December,1929-12-16,https://masco.com/about-us/historical-timeline/,,verified,VERIFIED
MAT,63276,MATTEL INC /DE/,1945.0,,,https://corporate.mattel.com/news/mattel-publishing-accelerates-growth-with-new-global-partnerships-audio-titles-and-manga-inspired-graphic-novels-as-the-company-celebrates-80-years-of-innovation,,verified,VERIFIED
MAY,63416,May Department Stores Company,1877.0,,,https://en.wikipedia.org/wiki/The_May_Department_Stores_Company,,verified,VERIFIED
MBI,814585,MBIA INC,1973.0,,,https://en.wikipedia.org/wiki/MBIA,,verified,VERIFIED
MCD,63908,McDonald's,1940.0,,,https://corporate.mcdonalds.com/corpmcd/our-company/who-we-are/our-history.html?os=vb_,,verified,VERIFIED
MCHP,827054,Microchip Technology,1989.0,,,https://ww1.microchip.com/downloads/en/Market_Communication/fact.pdf,,verified,VERIFIED
MCIC,,MCI Communications Corporation,1963.0,October,,https://en.wikipedia.org/wiki/MCI_Communications,,verified,VERIFIED
MCK,927653,McKesson Corporation,1833.0,,,https://www.sec.gov/Archives/edgar/data/927653/000092765321000039/mck-20210331.htm,,verified,VERIFIED
MCO,1059556,Moody's Corporation,1909.0,,,https://www.moodys.com/web/en/us/ai-information.html,,verified,VERIFIED
MD,893949,"Pediatrix Medical Group, Inc.",1979.0,,,https://mednax.gcs-web.com/,,verified,VERIFIED
MDLZ,1103982,Mondelez International,2012.0,10,2012-10-01,https://www.mondelezinternational.com/about-us/who-we-are/our-history/,,verified,VERIFIED
MDP,65011,Meredith Corporation,1902.0,,,https://en.wikipedia.org/wiki/Meredith_Corporation,,verified,VERIFIED
MDR,708819,McDermott International,1923.0,,,https://en.wikipedia.org/wiki/McDermott_International,,verified,VERIFIED
MDT,1613103,Medtronic,1949.0,,,https://www.sec.gov/Archives/edgar/data/1613103/000119312526098523/d122374ds3asr.htm,,verified,VERIFIED
MEA,64394,Mead Corporation,1846.0,,,https://www.encyclopedia.com/social-sciences-and-law/economics-business-and-labor/businesses-and-occupations/mead-corp,,verified,VERIFIED
MEDI,873591,,1988.0,,,https://en.wikipedia.org/wiki/MedImmune,,verified,VERIFIED
MEE,37748,Massey Energy Company,1920.0,,,https://en.wikipedia.org/wiki/Massey_Energy,,verified,VERIFIED
MEL,64782,Mellon Financial Corporation,1869.0,,,https://en.wikipedia.org/wiki/Mellon_Financial,1870.0,business_kept_holdco_separated,VERIFIED_CORRECTED
MER,65100,Merrill Lynch & Co.,1914.0,January,,https://en.wikipedia.org/wiki/Merrill_Lynch_%26_Co.,,verified,VERIFIED
MERQ,867058,,1989.0,,,https://en.wikipedia.org/wiki/Mercury_Interactive,,verified,VERIFIED
MET,1099219,MetLife,1868.0,,,https://investments.metlife.co.uk/content/dam/metlifecom/us/sustainability/Sustainability-2024/sustainability-evergreen-microsite/pdf/corporate-responsibility-report.pdf,,verified,VERIFIED
META,1326801,Meta Platforms,2004.0,,,https://investor.atmeta.com/resources/default.aspx,,verified,VERIFIED
MFE,890801,,1987.0,,,https://en.wikipedia.org/wiki/McAfee,,verified,VERIFIED
MGM,789570,MGM Resorts,1986.0,,,https://www.sec.gov/Archives/edgar/data/789570/000119312523077916/d719283dars.pdf,,verified,VERIFIED
MHK,851968,MOHAWK INDUSTRIES INC,1878.0,,,https://en.wikipedia.org/wiki/Mohawk_Industries,,verified,VERIFIED
MHS,1170650,,1983.0,,,https://en.wikipedia.org/wiki/Medco_Health_Solutions,,verified,VERIFIED
MI,1958713,NFT Ltd,1847.0,,,https://en.wikipedia.org/wiki/Marshall_%26_Ilsley,,verified,VERIFIED
MII,,"Morton International, Inc.",1848.0,,,https://www.encyclopedia.com/books/politics-and-business-magazines/morton-international-inc,,verified,VERIFIED
MIL,66479,Millipore Corporation,1954.0,,,https://www.fundinguniverse.com/company-histories/millipore-corporation-history/,,verified,VERIFIED
MIR,1809987,"Mirion Technologies, Inc.",,,,,,unresolved_blank,AUDITED_UNRESOLVED
MJN,1452575,,1905.0,,,https://www.meadjohnson.com/sites/corp/files/Fact%20Sheet%202016%201.pdf,,verified,VERIFIED
MKC,63754,McCormick & Company,1889.0,,,https://www.sec.gov/Archives/edgar/data/63754/000006375426000270/mkcreportsstrongsecondqu.htm,,verified,VERIFIED
MKG,51396,Mallinckrodt,1867.0,,,https://en.wikipedia.org/wiki/Mallinckrodt,,verified,VERIFIED
MKTX,1278021,MARKETAXESS HOLDINGS INC,2000.0,,,https://en.wikipedia.org/wiki/MarketAxess,,verified,VERIFIED
MLM,916076,Martin Marietta Materials,1993.0,,,https://www.sec.gov/Archives/edgar/data/916076/000119312526157089/2025_mlm_annual_report.pdf,,verified,VERIFIED
MMC,62709,Marsh & McLennan Companies,1905.0,,,https://en.wikipedia.org/wiki/Marsh_McLennan,,verified,VERIFIED
MMI,1578732,"Marcus & Millichap, Inc.",1971.0,,,https://en.wikipedia.org/wiki/Marcus_%26_Millichap,,verified,VERIFIED
MMM,66740,3M,1902.0,,,https://multimedia.3m.com/mws/media/1905257O/zz-archive-familiarization-broacher-for-directors-2020.pdf,,verified,VERIFIED
MNK,1567892,,1867.0,,,https://en.wikipedia.org/wiki/Mallinckrodt,,verified,VERIFIED
MNR,1980088,MACH NATURAL RESOURCES LP,2017.0,,,https://stockanalysis.com/stocks/mnr/company/,2023.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
MNST,865752,Monster Beverage,1935.0,,,https://en.wikipedia.org/wiki/Hansen_Natural,,verified,VERIFIED
MO,764180,Altria,1985.0,,,https://www.sec.gov/Archives/edgar/data/764180/000076418018000028/a2017form10-kq4.htm,,verified,VERIFIED
MOB,1898643,Mobilicom Ltd,,,,,,unresolved_blank,AUDITED_UNRESOLVED
MOH,1179929,"MOLINA HEALTHCARE, INC.",1980.0,,,https://en.wikipedia.org/wiki/Molina_Healthcare,,verified,VERIFIED
MOLX,67472,,1938.0,,,https://en.wikipedia.org/wiki/Molex,,verified,VERIFIED
MON,1110783,,1901.0,,,https://en.wikipedia.org/wiki/Monsanto,,verified,VERIFIED
MOS,1285785,Mosaic Company (The),2004.0,October,,https://en.wikipedia.org/wiki/The_Mosaic_Company,,verified,VERIFIED
MPC,1510295,Marathon Petroleum,1887.0,,,https://en.wikipedia.org/wiki/Marathon_Oil,2011.0,business_kept_holdco_separated,VERIFIED_CORRECTED
MPWR,1280452,Monolithic Power Systems,1997.0,,,https://www.sec.gov/Archives/edgar/data/1280452/000143774926003191/ex_886151.htm,,verified,VERIFIED
MRK,310158,Merck & Co.,1891.0,,,,1970.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
MRNA,1682852,Moderna,2010.0,,,https://www.sec.gov/Archives/edgar/data/1682852/000119312518341958/d611137ds1a.htm,,verified,VERIFIED
MRO,101778,Marathon Oil Corporation,1887.0,August,,https://en.wikipedia.org/wiki/Marathon_Oil,,verified,VERIFIED
MRSH,62709,Marsh McLennan,1905.0,,,,1969.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
MS,895421,Morgan Stanley,1935.0,,,https://advisor.morganstanley.com/the-triad-group/documents/field/t/tr/triad-group/Morgan_Stanley_-_About_the_Firm.pdf,,verified,VERIFIED
MSCI,1408198,MSCI Inc.,1969.0,,,https://ir.msci.com/static-files/92cdd3bb-a743-483d-9b1c-1b9a2f80a7cf,,verified,VERIFIED
MSFT,789019,Microsoft,1975.0,,,https://www.microsoft.com/investor/reports/ar13/financial-review/business-description/index.html,,verified,VERIFIED
MSI,68505,Motorola Solutions,1928.0,,,https://en.wikipedia.org/wiki/Motorola_Solutions,2011.0,business_kept_holdco_separated,VERIFIED_CORRECTED
MST,,Mercantile Stores Company,1914.0,,,"https://en.wikipedia.org/wiki/Mercantile_Stores_Company,_Inc.",,verified,VERIFIED
MTB,36270,M&T Bank,1856.0,,,https://www.sec.gov/Archives/edgar/data/36270/000119312526099298/d74790ddef14a.htm,,verified,VERIFIED
MTCH,891103,"Match Group, Inc.",1995.0,,,https://en.wikipedia.org/wiki/Match.com,2009.0,business_kept_holdco_separated,VERIFIED_CORRECTED
MTD,1037646,Mettler Toledo,1945.0,,,,1991.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
MTG,876437,MGIC INVESTMENT CORP,1957.0,,,https://en.wikipedia.org/wiki/MGIC_Investment_Corporation,,verified,VERIFIED
MTL,,,2003.0,,,https://en.wikipedia.org/wiki/Mechel,,verified,VERIFIED
MTLQQ,40730,Motors Liquidation (old GM),1908.0,,,https://en.wikipedia.org/wiki/Motors_Liquidation_Company,,verified,VERIFIED
MTW,61986,MANITOWOC CO INC,1902.0,,,https://en.wikipedia.org/wiki/The_Manitowoc_Company,,verified,VERIFIED
MU,723125,Micron Technology,1978.0,,,https://www.micron.com/about/company/company-timeline,,verified,VERIFIED
MUR,717423,MURPHY OIL CORP,1944.0,,,https://en.wikipedia.org/wiki/Murphy_Oil,,verified,VERIFIED
MWI,,MWI Veterinary Supply,1976.0,,,https://www.encyclopedia.com/books/politics-and-business-magazines/mwi-veterinary-supply-inc,,verified,VERIFIED
MWV,1159297,MeadWestvaco,1846.0,,,https://en.wikipedia.org/wiki/MeadWestvaco,2002.0,business_kept_holdco_separated,VERIFIED_CORRECTED
MWW,1020416,,1967.0,,,https://en.wikipedia.org/wiki/Monster_Worldwide,,verified,VERIFIED
MXIM,743316,,1983.0,April,,https://en.wikipedia.org/wiki/Maxim_Integrated,,verified,VERIFIED
MYG,63541,Maytag Corporation,1893.0,,,https://en.wikipedia.org/wiki/Maytag,,verified,VERIFIED
MYL,69499,,1961.0,,,https://en.wikipedia.org/wiki/Mylan,,verified,VERIFIED
MZIAQ,716823,Mirant Corporation,1981.0,,,https://en.wikipedia.org/wiki/Mirant,1993.0,business_kept_holdco_separated,VERIFIED_CORRECTED
NAE,,NorAm Energy Corp (Arkla),,,,,,unresolved_blank,AUDITED_UNRESOLVED
NAV,51303,Navistar International,1902.0,,,https://en.wikipedia.org/wiki/International_Harvester,1986.0,business_kept_holdco_separated,VERIFIED_CORRECTED
NAVI,1593538,NAVIENT CORP,2014.0,April,,https://en.wikipedia.org/wiki/Navient,,verified,VERIFIED
NBL,72207,,1932.0,,,https://en.wikipedia.org/wiki/Noble_Energy,,verified,VERIFIED
NBR,1163739,NABORS INDUSTRIES LTD,1952.0,May,,https://en.wikipedia.org/wiki/Nabors_Industries,,verified,VERIFIED
NC,789933,NACCO INDUSTRIES INC,1913.0,,,https://en.wikipedia.org/wiki/NACCO_Industries,,verified,VERIFIED
NCC,69970,National City Corporation,1845.0,,,https://en.wikipedia.org/wiki/National_City_Corp.,,verified,VERIFIED
NCE,,,,,,,,unresolved_blank,AUDITED_UNRESOLVED
NCLH,1513761,Norwegian Cruise Line Holdings,1966.0,,,https://en.wikipedia.org/wiki/Norwegian_Cruise_Line,2011.0,business_kept_holdco_separated,VERIFIED_CORRECTED
NCR,70866,,1884.0,,,https://en.wikipedia.org/wiki/NCR_Corporation,,verified,VERIFIED
NDAQ,1120193,"Nasdaq, Inc.",1971.0,,,https://www.sec.gov/Archives/edgar/data/1120193/000112019318000003/ndaq1231201710-k.htm,,verified,VERIFIED
NDSN,72331,Nordson Corporation,1935.0,,,,1954.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
NE,1895262,Noble Corp plc,1921.0,,,https://en.wikipedia.org/wiki/Noble_Corporation,1985.0,business_kept_holdco_separated,VERIFIED_CORRECTED
NEE,753308,NextEra Energy,1925.0,,,https://www.nexteraenergy.com/about-us/our-history.html,,verified,VERIFIED
NEM,1164727,Newmont,1921.0,,,https://www.sec.gov/Archives/edgar/data/1164727/000110465923098309/tm2314601-4_defm14a.htm,,verified,VERIFIED
NFB,352510,,1905.0,,,https://www.fundinguniverse.com/company-histories/north-fork-bancorporation-inc-history/,,verified,VERIFIED
NFLX,1065280,Netflix,1997.0,,,https://about.netflix.com/en/news/first-online-dvd-rental-store-opens,,verified,VERIFIED
NFX,912750,,1988.0,,,https://en.wikipedia.org/wiki/Newfield_Exploration,,verified,VERIFIED
NGH,,,1898.0,June,,https://en.wikipedia.org/wiki/Nabisco,,verified,VERIFIED
NI,1111711,NiSource,1912.0,,,,2000.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
NKE,320187,"Nike, Inc.",1964.0,,,,1967.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
NKTR,906709,NEKTAR THERAPEUTICS,1990.0,,,https://en.wikipedia.org/wiki/Nektar_Therapeutics,,verified,VERIFIED
NLC,,Nalco Holding Company,1928.0,,,https://en.wikipedia.org/wiki/Nalco_Water,2003.0,business_kept_holdco_separated,VERIFIED_CORRECTED
NLOK,,,1982.0,,,https://en.wikipedia.org/wiki/Symantec_Corporation,,verified,VERIFIED
NLSN,1492633,,1923.0,August,,https://en.wikipedia.org/wiki/Nielsen_Holdings,,verified,VERIFIED
NLV,,,,,,,,unresolved_blank,AUDITED_UNRESOLVED
NMK,71932,Niagara Mohawk Power Corporation,1929.0,,,https://en.wikipedia.org/wiki/Niagara_Mohawk_Power_Corporation,,verified,VERIFIED
NOC,1133421,Northrop Grumman,1939.0,,,https://en.wikipedia.org/wiki/Northrop_Corporation,1994.0,business_kept_holdco_separated,VERIFIED_CORRECTED
NOV,1021860,NOV Inc.,1862.0,,,https://en.wikipedia.org/wiki/NOV_Inc.,2005.0,business_kept_holdco_separated,VERIFIED_CORRECTED
NOVL,758004,Novell,1980.0,August,,https://en.wikipedia.org/wiki/Novell,,verified,VERIFIED
NOW,1373715,ServiceNow,2003.0,,,,2004.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
NRG,1013871,NRG Energy,1992.0,,,https://www.sec.gov/Archives/edgar/data/1013871/000110465925043394/tm2513364d1_ex3-1.htm,,verified,VERIFIED
NRTLQ,72911,Nortel Networks,1895.0,December,,https://en.wikipedia.org/wiki/Nortel,,verified,VERIFIED
NSC,702165,Norfolk Southern,1980.0,July,,https://en.wikipedia.org/wiki/Norfolk_Southern,,corrected_earlier,VERIFIED_CORRECTED
NSI,70538,National Service Industries,1919.0,,,https://www.encyclopedia.com/social-sciences-and-law/economics-business-and-labor/businesses-and-occupations/national-service-industries-inc,,verified,VERIFIED
NSM,70530,National Semiconductor,1959.0,May,,https://en.wikipedia.org/wiki/National_Semiconductor,,verified,VERIFIED
NTAP,1002047,NetApp,1992.0,,,https://www.sec.gov/Archives/edgar/data/1002047/000095013407014094/f31128e10vk.htm,,verified,VERIFIED
NTRS,73124,Northern Trust,1889.0,August,1889-08-12,https://www.northerntrust.com/united-kingdom/about-us/our-history,,verified,VERIFIED
NUE,73309,Nucor,1940.0,,,,1958.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
NVDA,1045810,Nvidia,1993.0,April,1993-04-05,https://www.nvidia.com/en-gb/about-nvidia/corporate-timeline/,,verified,VERIFIED
NVLS,836106,,1984.0,,,https://en.wikipedia.org/wiki/Novellus_Systems,,verified,VERIFIED
NVR,906163,"NVR, Inc.",1980.0,,,https://www.sec.gov/Archives/edgar/data/906163/000090616326000018/nvr-20251231.htm,,verified,VERIFIED
NWL,814453,NEWELL BRANDS INC.,1903.0,,,https://en.wikipedia.org/wiki/Newell_Brands,,verified,VERIFIED
NWS,1564708,News Corp (Class B),2013.0,June,,https://en.wikipedia.org/wiki/News_Corp,,verified,VERIFIED
NWSA,1564708,News Corp (Class A),2013.0,June,,https://en.wikipedia.org/wiki/News_Corp,,verified,VERIFIED
NXPI,1413447,NXP Semiconductors,1953.0,,,,2006.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
NXTL,824169,,1987.0,,,https://en.wikipedia.org/wiki/Nextel,,verified,VERIFIED
NYN,,NYNEX,1984.0,January,,https://en.wikipedia.org/wiki/NYNEX,,verified,VERIFIED
NYT,71691,NEW YORK TIMES CO,1851.0,September,,https://en.wikipedia.org/wiki/The_New_York_Times_Company,,verified,VERIFIED
NYX,1368007,,1792.0,,,https://en.wikipedia.org/wiki/New_York_Stock_Exchange,,verified,VERIFIED
O,726728,Realty Income,1969.0,,,https://www.sec.gov/Archives/edgar/data/726728/000072672824000066/o-20231231ars.pdf,,verified,VERIFIED
OAT,,Quaker Oats Company,1877.0,,,https://en.wikipedia.org/wiki/Quaker_Oats_Company,,verified,VERIFIED
ODFL,878927,Old Dominion,1934.0,,,https://www.sec.gov/Archives/edgar/data/878927/000095017023013010/odfl_2022_annual_report.pdf,,verified,VERIFIED
ODP,800240,,1986.0,October,,https://en.wikipedia.org/wiki/Office_Depot,,verified,VERIFIED
OGN,1821825,Organon & Co.,1923.0,,,https://en.wikipedia.org/wiki/Organon_(company),2020.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
OI,812074,"O-I Glass, Inc. /DE/",1903.0,,,https://en.wikipedia.org/wiki/Owens-Illinois,2019.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
OK,,Old Kent Financial Corporation,1853.0,,,https://www.encyclopedia.com/books/politics-and-business-magazines/old-kent-financial-corp,,verified,VERIFIED
OKE,1039684,Oneok,1906.0,,,https://ir.oneok.com/~/media/Files/O/ONEOK-IR-V3/documents/annual-reports/annual-report-2011.pdf,,verified,VERIFIED
OM,1484612,"Outset Medical, Inc.",2003.0,,,https://en.wikipedia.org/wiki/Outset_Medical,,verified,VERIFIED
OMC,29989,Omnicom Group,1986.0,,,https://en.wikipedia.org/wiki/Omnicom_Group,,verified,VERIFIED
OMX,12978,OfficeMax,1988.0,,,https://en.wikipedia.org/wiki/OfficeMax,,verified,VERIFIED
ON,1097864,ON Semiconductor,1999.0,,,https://en.wikipedia.org/wiki/ON_Semiconductor,,verified,VERIFIED
ONE,1067092,Bank One Corporation,1968.0,,,https://en.wikipedia.org/wiki/Bank_One,,verified,VERIFIED
ORCL,1341439,Oracle Corporation,1977.0,June,,https://en.wikipedia.org/wiki/Oracle_Corporation,,verified,VERIFIED
ORLY,898173,O’Reilly Automotive,1957.0,,,https://www.sec.gov/Archives/edgar/data/898173/000089817326000018/orly-20251231xars.pdf,,verified,VERIFIED
ORX,,Oryx Energy Company,1988.0,,,https://en.wikipedia.org/wiki/Kerr-McGee,,verified,VERIFIED
OTIS,1781335,Otis Worldwide,1853.0,,,https://en.wikipedia.org/wiki/Otis_Worldwide,,verified,VERIFIED
OWENQ,75234,Owens Corning,1938.0,,,https://en.wikipedia.org/wiki/Owens_Corning,,verified,VERIFIED
OXY,797468,Occidental Petroleum,1920.0,,,,1986.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
PAC,1347557,Pacific Airport Group,1998.0,November,,https://en.wikipedia.org/wiki/Grupo_Aeroportuario_del_Pac%C3%ADfico,,verified,VERIFIED
PALM,1100389,,1992.0,,,"https://en.wikipedia.org/wiki/Palm,_Inc.",,verified,VERIFIED
PANW,1327567,Palo Alto Networks,2005.0,,,https://media.paloaltonetworks.com/documents/Palo_Alto_Networks_Corp_Backgrounder.pdf,,verified,VERIFIED
PARA,813828,,,,,,,unresolved_blank,AUDITED_UNRESOLVED_IDENTITY
PAS,,"PepsiAmericas, Inc.",1851.0,,,https://en.wikipedia.org/wiki/PepsiAmericas,1986.0,business_kept_holdco_separated,VERIFIED_CORRECTED
PAYC,1590955,"Paycom Software, Inc.",1998.0,,,https://en.wikipedia.org/wiki/Paycom,,verified,VERIFIED
PAYX,723531,Paychex,1971.0,,,https://en.wikipedia.org/wiki/Paychex,,verified,VERIFIED
PBCT,1378946,,1842.0,,,https://en.wikipedia.org/wiki/People%27s_United_Financial,,verified,VERIFIED
PBG,1076405,,1999.0,,,https://en.wikipedia.org/wiki/Pepsi_Bottling_Group,,verified,VERIFIED
PBI,78814,PITNEY BOWES INC /DE/,1920.0,April,,https://en.wikipedia.org/wiki/Pitney_Bowes,,verified,VERIFIED
PBY,77449,Pep Boys,1921.0,August,,https://en.wikipedia.org/wiki/Pep_Boys,,verified,VERIFIED
PCAR,75362,Paccar,1905.0,,,https://investors.paccar.com/financial-news/news-details/2025/PACCAR-Achieves-Strong-Annual-Revenues-and-Net-Income/default.aspx,,verified,VERIFIED
PCG,1004980,PG&E Corporation,1905.0,,,,1995.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
PCH,79716,Potlatch (PotlatchDeltic),1903.0,,,https://en.wikipedia.org/wiki/PotlatchDeltic,,verified,VERIFIED
PCL,849213,,1989.0,,,https://en.wikipedia.org/wiki/Plum_Creek_Timber,,verified,VERIFIED
PCP,79958,,1953.0,,,https://en.wikipedia.org/wiki/Precision_Castparts_Corp.,,verified,VERIFIED
PCS,101830,,1994.0,,,https://en.wikipedia.org/wiki/MetroPCS,,verified,VERIFIED
PD,1568100,"PagerDuty, Inc.",2009.0,,,https://en.wikipedia.org/wiki/PagerDuty,,verified,VERIFIED
PDCO,891024,,1877.0,,,https://en.wikipedia.org/wiki/Patterson_Companies,,verified,VERIFIED
PDG,,Placer Dome Inc.,1987.0,August,,https://en.wikipedia.org/wiki/Placer_Dome,,verified,VERIFIED
PEAK,,,,,,,,unresolved_blank,AUDITED_UNRESOLVED_IDENTITY
PEG,788784,Public Service Enterprise Group,1903.0,,,https://corporate.pseg.com/aboutpseg/companyinformation,,verified,VERIFIED
PEL,,Panhandle Eastern Pipe Line Co.,1929.0,,,https://en.wikipedia.org/wiki/Panhandle_Eastern,,verified,VERIFIED
PENN,921738,"PENN Entertainment, Inc.",1968.0,,,https://en.wikipedia.org/wiki/Penn_Entertainment,1982.0,business_kept_holdco_separated,VERIFIED_CORRECTED
