company_number,company_name,legal_birth_year,legal_birth_date_exact,legal_birth_precision,legal_birth_source_url,operating_birth_year,operating_birth_precision,operating_birth_type,operating_birth_source_url,operating_birth_context,audit_status,verification,operating_birth_date
00966425,Standard Chartered,1969.0,1969-11-18,day,https://find-and-update.company-information.service.gov.uk/company/00966425,1969.0,year,merger_created_business,https://en.wikipedia.org/wiki/Standard_Chartered,Standard Chartered was formed in 1969 by merger of Chartered Bank and Standard Bank.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
11606773,Standard Life,1825.0,,month,https://en.wikipedia.org/wiki/Standard_Life,1825.0,year,,https://en.wikipedia.org/wiki/Standard_Life,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
00776273,Sun Life Assurance Society,1963.0,1963-10-04,day,https://find-and-update.company-information.service.gov.uk/company/00776273,,month,organic_business,https://en.wikipedia.org/wiki/SunLife,Sun Life Assurance Society was established 28 Mar 1810.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
06072876,TUI Travel,2007.0,2007-01-29,day,https://find-and-update.company-information.service.gov.uk/company/06072876,,month,merger_created_business,https://www.annualreports.com/HostedData/AnnualReportArchive/t/LSE_tt_2009.pdf,TUI Travel was created on 3 September 2007 from First Choice and TUI AG's tourism division.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
12283210,Tate & Lyle,1859.0,,year,https://en.wikipedia.org/wiki/Tate_%26_Lyle,1859.0,year,,https://en.wikipedia.org/wiki/Tate_%26_Lyle,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
00296805,Taylor Wimpey,1935.0,1935-02-01,day,https://find-and-update.company-information.service.gov.uk/company/00296805,2007.0,month,merger_created_business,https://www.taylorwimpey.co.uk/corporate/investors/at-a-glance,Taylor Wimpey states it was established from the merger of George Wimpey and Taylor Woodrow in 2007.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
SC080891,Telewest Communications,1982.0,1982-11-17,day,https://find-and-update.company-information.service.gov.uk/company/SC080891,1992.0,year,merger_created_business,https://en.wikipedia.org/wiki/Telewest,Telewest was formed in 1992 through merger of Croydon Cable and United Cable.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00445790,Tesco,1947.0,1947-11-27,day,https://find-and-update.company-information.service.gov.uk/company/00445790,1919.0,year,organic_business,https://collection.sciencemuseumgroup.org.uk/people/cp21587/tesco-plc,Jack Cohen began the Tesco retail business in 1919.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
02366623,Thames Water,1989.0,1989-04-01,day,https://find-and-update.company-information.service.gov.uk/company/02366623,,month,state_authority_origin,https://en.wikipedia.org/wiki/Thames_Water_Authority,Uses Thames Water Authority operating origin on 1 Apr 1974; private plc followed in 1989.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
03613919,The Energy Group,1948.0,,year,https://en.wikipedia.org/wiki/Eastern_Electricity,1990.0,year,business_origin,https://en.wikipedia.org/wiki/Eastern_Electricity,"The cited Eastern Electricity history states that the origins of The Energy Group date to 1990, when Hanson acquired Peabody Energy. The previously reported 1948 date is the creation of the Eastern Electricity Board and is not stated as The Energy Group's origin.",CORRECTED_VALUE,reliable_committed,
06091951,Thomas Cook Group,2007.0,2007-02-08,day,https://find-and-update.company-information.service.gov.uk/company/06091951,,month,merger_created_business,https://www.annualreports.com/HostedData/AnnualReportArchive/T/LSE_TCG_2007.pdf,Thomas Cook Group's first annual report says the newly formed group resulted from the Thomas Cook/MyTravel merger completed in June 2007.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
03158105,Thorn EMI plc,1928.0,,month,https://en.wikipedia.org/wiki/Thorn_Electrical_Industries,1928.0,day,,https://en.wikipedia.org/wiki/Thorn_Electrical_Industries,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,1928-03-29
03182775,Thorn plc,1928.0,,month,https://en.wikipedia.org/wiki/Thorn_Electrical_Industries,1928.0,year,predecessor_continuity,https://en.wikipedia.org/wiki/Thorn_Electrical_Industries,,PASS_LINEAGE_RECLASSIFIED,reliable_committed,
06798969,Thus,1994.0,,year,https://en.wikipedia.org/wiki/Thus_(company),1994.0,year,,https://en.wikipedia.org/wiki/Thus_(company),source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
12664251,Tomkins,1925.0,,year,https://en.wikipedia.org/wiki/Tomkins_plc,1925.0,year,,https://en.wikipedia.org/wiki/Tomkins_plc,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
16570860,Trafalgar House,1958.0,,year,https://en.wikipedia.org/wiki/Trafalgar_House_(company),1963.0,year,,https://en.wikipedia.org/wiki/Trafalgar_House_(company),source-read verified (CORRECTED),VERIFIED_SOURCE_READ,reliable_verified,
00824821,Travis Perkins,1964.0,1964-10-27,day,https://find-and-update.company-information.service.gov.uk/company/00824821,1797.0,year,predecessor_continuity,https://en.wikipedia.org/wiki/Travis_Perkins,Uses Benjamin Ingram joinery/carpentry business founded in 1797.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
08215888,Tritax Big Box REIT,2012.0,2012-09-14,day,https://find-and-update.company-information.service.gov.uk/company/08215888,2013.0,year,organic_business,https://en.wikipedia.org/wiki/Tritax_Big_Box_REIT,Tritax Big Box REIT launched in 2013.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
03919249,Tullow Oil,2000.0,2000-02-04,day,https://find-and-update.company-information.service.gov.uk/company/03919249,1985.0,year,organic_business,https://en.wikipedia.org/wiki/Tullow_Oil,Tullow Oil was founded in 1985.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00041424,Unilever,1894.0,1894-06-21,day,https://find-and-update.company-information.service.gov.uk/company/00041424,1929.0,year,merger_created_business,https://en.wikipedia.org/wiki/Unilever,Unilever was formed in 1929 by merger of Lever Brothers and Margarine Unie.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
08169000,United Biscuits,1948.0,,year,https://www.referenceforbusiness.com/history2/48/United-Biscuits-Holdings-plc.html,1948.0,year,,https://www.referenceforbusiness.com/history2/48/United-Biscuits-Holdings-plc.html,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
06559020,United Utilities,1973.0,,year,https://en.wikipedia.org/wiki/North_West_Water,1989.0,year,predecessor_continuity,https://www.unitedutilities.com/corporate/investors/shareholders/share-price/,United Utilities states the group came into existence following water-industry privatisation in 1989 as North West Water Group; it acquired Norweb in 1995 and changed name in 1996.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
04740415,Vedanta Resources,2003.0,2003-04-22,day,https://find-and-update.company-information.service.gov.uk/company/04740415,1976.0,year,predecessor_continuity,https://www.vedantaresources.com/uploads/investor-overview/circulars-and-prospectus/bond-offering-circular-august-2017-01-aug-2017.pdf,Uses Anil Agarwal's metals business founded in 1976; Vedanta Resources plc was the later 2003 listing vehicle.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00306718,Vistry Group,1935.0,1935-11-04,day,https://find-and-update.company-information.service.gov.uk/company/00306718,1885.0,year,predecessor_continuity,https://en.wikipedia.org/wiki/Vistry_Group,Uses Bovis housing-business lineage from 1885; Vistry name/structure is later.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
01833679,Vodafone Group,1984.0,1984-07-17,day,https://find-and-update.company-information.service.gov.uk/company/01833679,1982.0,year,organic_business,https://www.vodafone.com/sites/default/files/2021-01/About_Vodafone_Plc_December_2020.pdf,Vodafone was formed after Racal won the UK mobile licence in 1982; commercial service began in 1985.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
02670617,WPP Group,1991.0,1991-12-12,day,https://find-and-update.company-information.service.gov.uk/company/02670617,1985.0,year,acquisition_platform_creation,https://en.wikipedia.org/wiki/WPP_plc,"For the advertising group, operating birth is Martin Sorrell's 1985 acquisition of control to build the marketing-services business; the shell itself dates to 1971.",CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
SC002934,Weir Group,1895.0,1895-06-14,day,https://find-and-update.company-information.service.gov.uk/company/SC002934,1871.0,year,organic_business,https://en.wikipedia.org/wiki/Weir_Group,G. & J. Weir engineering business was established in 1871.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
01955498,Wellcome,1985.0,1985-11-06,day,https://find-and-update.company-information.service.gov.uk/company/01955498,1880.0,year,organic_business,https://en.wikipedia.org/wiki/Burroughs_Wellcome_%26_Company,Burroughs Wellcome & Co was founded in 1880.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
04120344,Whitbread,1742.0,,year,https://en.wikipedia.org/wiki/Whitbread,1742.0,year,,https://en.wikipedia.org/wiki/Whitbread,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
00968654,Wiggins Teape Appleton,1969.0,1969-12-18,day,https://find-and-update.company-information.service.gov.uk/company/00968654,1970.0,year,merger_created_business,https://en.wikipedia.org/wiki/Arjowiggins,Wiggins Teape Appleton was created around 1970 through combination of Wiggins Teape and Appleton interests; later Arjo combination occurred in 1990.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
04212563,William Hill,1934.0,,year,https://en.wikipedia.org/wiki/William_Hill_(bookmaker),1934.0,year,,https://en.wikipedia.org/wiki/William_Hill_(bookmaker),source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
01386469,Willis Faber,1978.0,1978-09-01,day,https://find-and-update.company-information.service.gov.uk/company/01386469,1976.0,year,merger_created_business,https://en.wikipedia.org/wiki/Willis_Towers_Watson,"Willis Faber was formed in 1976 by merger of Willis, Faber & Dumas with another brokerage operation; predecessor broking businesses are older.",CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00029846,Wolseley Plc,1889.0,1889-10-09,day,https://find-and-update.company-information.service.gov.uk/company/00029846,1887.0,year,organic_business,https://ise-prodnr-eu-west-1-data-integration.s3-eu-west-1.amazonaws.com/legacy/ListingParticulars_2f45cde7-a784-4ea9-b0c1-ab6d8b628c0c.PDF,Wolseley Sheep Shearing Machine Company was founded in 1887.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
SC278251,Wood Group (John),1982.0,,month,https://en.wikipedia.org/wiki/John_Wood_Group,1982.0,year,,https://en.wikipedia.org/wiki/John_Wood_Group,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
15712439,Woolwich,1847.0,,month,https://en.wikipedia.org/wiki/The_Woolwich,1847.0,year,,https://en.wikipedia.org/wiki/The_Woolwich,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
06732228,Woolworths,1909.0,,month,https://en.wikipedia.org/wiki/Woolworths_(United_Kingdom),1909.0,year,,https://en.wikipedia.org/wiki/Woolworths_(United_Kingdom),source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
nan,Worldpay Group,1997.0,,year,https://en.wikipedia.org/wiki/Worldpay_Group,1989.0,year,,https://en.wikipedia.org/wiki/Worldpay_Group,source-read verified (CORRECTED),VERIFIED_SOURCE_READ,reliable_verified,
04345939,Xstrata,2001.0,2001-12-31,day,https://find-and-update.company-information.service.gov.uk/company/04345939,2001.0,year,reorganisation_created_business,https://en.wikipedia.org/wiki/Xstrata,Xstrata as the diversified mining group was created in 2001 from Südelektra and acquired operating mining assets thereafter.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
08815102,Yell Group,1966.0,,year,https://en.wikipedia.org/wiki/Yell_(company),1966.0,year,,https://en.wikipedia.org/wiki/Yell_(company),source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
02723534,Zeneca Group,1992.0,1992-06-17,day,https://find-and-update.company-information.service.gov.uk/company/02723534,1993.0,month,demerger_created_company,https://www.astrazeneca.com/content/dam/az/Investor_Relations/annual-report-2017/AstraZeneca_AR_2017_Additional_Information.pdf,"AstraZeneca's company history states Zeneca was formed when ICI's pharmaceutical, agrochemical and specialty-chemical businesses were demerged in 1993.",CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
04190833,mmO2,2001.0,2001-03-30,day,https://find-and-update.company-information.service.gov.uk/company/04190833,,month,demerger_created_company,https://www.bt.com/bt-plc/assets/documents/investors/financial-reporting-and-news/listing-history/shareholder-circular.pdf,BT's shareholder circular gives 19 November 2001 as the effective date of the mmO2 demerger.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
